,TotalSpend,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Device_Analog Application Specific IC,Device_Data Converters,Device_Interface,Device_Voltage Regulator/Reference,Market_Computer Peripherals & Storage,Market_Computer Platforms,Market_Consumer,Market_Industrial,Market_Wired Communications,Market_Wireless Communications,SubMarket_Audio,SubMarket_Auto ADAS,SubMarket_Auto Infotainment,SubMarket_Auto Powertrain,SubMarket_Carrier,SubMarket_Connected Consumer,SubMarket_DC Network & Threat Mitigation,SubMarket_Data Center Servers,SubMarket_Desktop PCs,SubMarket_Enterprise/SOHO,SubMarket_Flash Cards/Drives,SubMarket_HDD,SubMarket_Handset,SubMarket_Infrastructure,SubMarket_Media Tablets,SubMarket_Medical,SubMarket_Military/Aerospace,SubMarket_Notebook PCs,SubMarket_Other Auto & Aftermarket,SubMarket_Other Computer Products,SubMarket_Other Consumer,SubMarket_Other Industrial,SubMarket_Other Peripherals,SubMarket_Other Storage,SubMarket_Other Wired,SubMarket_Other Wireless,SubMarket_Power & Energy,SubMarket_STB,SubMarket_TV,SubMarket_Tablet PCs,SubMarket_Test & Measurement,SubMarket_Video Games
13007,192.99,163733.518,694336.713,44272.36,51445.0,46392.0,43589.0,59812.0,53762.0,49960.0,8776.0,7699.0,6665.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13008,171.478,163007.011,715358.27,40753.560000000005,56717.0,51445.0,46392.0,65398.0,59812.0,53762.0,10001.0,8776.0,7699.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13009,218.258,212172.612,898036.093,49600.76,57947.0,56717.0,51445.0,67044.0,65398.0,59812.0,9010.0,10001.0,8776.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13010,263.783,242620.053,1010453.11,56797.68,57597.0,57947.0,56717.0,65984.0,67044.0,65398.0,8620.0,9010.0,10001.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13013,369.284,1336573.653,744408.882,47337.8,46392.0,43589.0,41809.0,53762.0,49960.0,47290.0,7699.0,6665.0,5958.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13014,345.41,1263610.429,694336.713,44272.36,51445.0,46392.0,43589.0,59812.0,53762.0,49960.0,8776.0,7699.0,6665.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13015,332.377,1368492.046,715358.27,40753.560000000005,56717.0,51445.0,46392.0,65398.0,59812.0,53762.0,10001.0,8776.0,7699.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13016,386.444,1733267.025,898036.093,49600.76,57947.0,56717.0,51445.0,67044.0,65398.0,59812.0,9010.0,10001.0,8776.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13017,450.421,1969197.965,1010453.11,56797.68,57597.0,57947.0,56717.0,65984.0,67044.0,65398.0,8620.0,9010.0,10001.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13020,281.81,167391.241,744408.882,47337.8,46392.0,43589.0,41809.0,53762.0,49960.0,47290.0,7699.0,6665.0,5958.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13021,265.199,156523.044,694336.713,44272.36,51445.0,46392.0,43589.0,59812.0,53762.0,49960.0,8776.0,7699.0,6665.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13022,237.204,154996.351,715358.27,40753.560000000005,56717.0,51445.0,46392.0,65398.0,59812.0,53762.0,10001.0,8776.0,7699.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13023,309.213,213571.909,898036.093,49600.76,57947.0,56717.0,51445.0,67044.0,65398.0,59812.0,9010.0,10001.0,8776.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13024,342.962,241131.863,1010453.11,56797.68,57597.0,57947.0,56717.0,65984.0,67044.0,65398.0,8620.0,9010.0,10001.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13027,112.319,155621.654,744408.882,47337.8,46392.0,43589.0,41809.0,53762.0,49960.0,47290.0,7699.0,6665.0,5958.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13028,104.555,148452.552,694336.713,44272.36,51445.0,46392.0,43589.0,59812.0,53762.0,49960.0,8776.0,7699.0,6665.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13029,95.001,158114.629,715358.27,40753.560000000005,56717.0,51445.0,46392.0,65398.0,59812.0,53762.0,10001.0,8776.0,7699.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13030,112.0,194289.837,898036.093,49600.76,57947.0,56717.0,51445.0,67044.0,65398.0,59812.0,9010.0,10001.0,8776.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13031,125.001,217039.34,1010453.11,56797.68,57597.0,57947.0,56717.0,65984.0,67044.0,65398.0,8620.0,9010.0,10001.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13034,213.118,426191.674,744408.882,47337.8,46392.0,43589.0,41809.0,53762.0,49960.0,47290.0,7699.0,6665.0,5958.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13035,198.655,428609.532,694336.713,44272.36,51445.0,46392.0,43589.0,59812.0,53762.0,49960.0,8776.0,7699.0,6665.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13036,182.779,459595.802,715358.27,40753.560000000005,56717.0,51445.0,46392.0,65398.0,59812.0,53762.0,10001.0,8776.0,7699.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13037,214.104,592814.876,898036.093,49600.76,57947.0,56717.0,51445.0,67044.0,65398.0,59812.0,9010.0,10001.0,8776.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13038,237.775,651481.707,1010453.11,56797.68,57597.0,57947.0,56717.0,65984.0,67044.0,65398.0,8620.0,9010.0,10001.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13041,46.233,172603.835,172636.672,20616.82,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13042,52.178,163733.518,170045.222,19900.468,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13043,45.999,163007.011,185313.426,16664.984,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13044,35.001,212172.612,245426.412,17244.948,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13045,35.999,242620.053,262578.29,17109.4,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13048,83.21199999999999,172603.835,172636.672,62433.354,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13049,78.41,163733.518,170045.222,62785.386000000006,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13050,95.0,163007.011,185313.426,73644.39899999999,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13051,94.001,212172.612,245426.412,111188.475,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13052,116.0,242620.053,262578.29,121472.814,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13055,361.224,1336573.653,172636.672,20616.82,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13056,278.074,1263610.429,170045.222,19900.468,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13057,214.177,1368492.046,185313.426,16664.984,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13058,218.889,1733267.025,245426.412,17244.948,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13059,218.05,1969197.965,262578.29,17109.4,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13062,541.316,1336573.653,172636.672,62433.354,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13063,578.748,1263610.429,170045.222,62785.386000000006,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13064,657.006,1368492.046,185313.426,73644.39899999999,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13065,1155.673,1733267.025,245426.412,111188.475,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13066,1194.104,1969197.965,262578.29,121472.814,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13069,79.245,167391.241,172636.672,20616.82,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13070,83.394,156523.044,170045.222,19900.468,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13071,67.0,154996.351,185313.426,16664.984,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13072,57.0,213571.909,245426.412,17244.948,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13073,60.0,241131.863,262578.29,17109.4,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13076,211.222,167391.241,172636.672,62433.354,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13077,190.012,156523.044,170045.222,62785.386000000006,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13078,211.0,154996.351,185313.426,73644.39899999999,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13079,227.0,213571.909,245426.412,111188.475,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13080,281.0,241131.863,262578.29,121472.814,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13083,14.161,155621.654,172636.672,20616.82,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13084,13.492,148452.552,170045.222,19900.468,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13085,14.001,158114.629,185313.426,16664.984,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13086,14.001,194289.837,245426.412,17244.948,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13087,14.001,217039.34,262578.29,17109.4,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13090,21.305,155621.654,172636.672,62433.354,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13091,16.018,148452.552,170045.222,62785.386000000006,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13092,23.001,158114.629,185313.426,73644.39899999999,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13093,30.0,194289.837,245426.412,111188.475,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13094,32.0,217039.34,262578.29,121472.814,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13097,235.452,426191.674,172636.672,20616.82,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13098,283.593,428609.532,170045.222,19900.468,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13099,254.001,459595.802,185313.426,16664.984,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13100,291.0,592814.876,245426.412,17244.948,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13101,283.0,651481.707,262578.29,17109.4,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13104,238.267,426191.674,172636.672,62433.354,1727.56,1582.43,1372.65,2756.4,2485.0,2141.7,336.5,273.1,232.9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13105,238.31,428609.532,170045.222,62785.386000000006,1798.63,1727.56,1582.43,2890.9,2756.4,2485.0,361.0,336.5,273.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13106,306.0,459595.802,185313.426,73644.39899999999,2510.17,1798.63,1727.56,4425.6,2890.9,2756.4,994.1,361.0,336.5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13107,444.001,592814.876,245426.412,111188.475,3292.11,2510.17,1798.63,5787.0,4425.6,2890.9,1058.5,994.1,361.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13108,507.9980000000001,651481.707,262578.29,121472.814,2926.83,3292.11,2510.17,4808.7,5787.0,4425.6,675.4,1058.5,994.1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13111,15.891,172603.835,385420.962,23829.39,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13112,17.681,163733.518,375435.146,24618.888000000003,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13113,17.162,163007.011,364683.863,26768.843999999997,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13114,38.448,212172.612,486765.422,39171.096,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13115,47.636,242620.053,603571.229,49549.986,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13118,202.702,172603.835,385420.962,244253.607,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13119,232.701,163733.518,375435.146,240508.788,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13120,211.203,163007.011,364683.863,239774.574,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13121,376.315,212172.612,486765.422,321378.29099999997,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13122,490.443,242620.053,603571.229,392057.718,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13125,1175.586,1336573.653,385420.962,23829.39,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13126,1176.497,1263610.429,375435.146,24618.888000000003,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13127,1286.687,1368492.046,364683.863,26768.843999999997,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13128,1758.832,1733267.025,486765.422,39171.096,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
