,TotalSpend,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Device_Analog Application Specific IC,Device_Data Converters,Device_Interface,Device_Voltage Regulator/Reference,Market_Computer Peripherals & Storage,Market_Computer Platforms,Market_Consumer,Market_Industrial,Market_Wired Communications,Market_Wireless Communications,SubMarket_Audio,SubMarket_Auto ADAS,SubMarket_Auto Infotainment,SubMarket_Auto Powertrain,SubMarket_Carrier,SubMarket_Connected Consumer,SubMarket_DC Network & Threat Mitigation,SubMarket_Data Center Servers,SubMarket_Desktop PCs,SubMarket_Enterprise/SOHO,SubMarket_Flash Cards/Drives,SubMarket_HDD,SubMarket_Handset,SubMarket_Infrastructure,SubMarket_Media Tablets,SubMarket_Medical,SubMarket_Military/Aerospace,SubMarket_Notebook PCs,SubMarket_Other Auto & Aftermarket,SubMarket_Other Computer Products,SubMarket_Other Consumer,SubMarket_Other Industrial,SubMarket_Other Peripherals,SubMarket_Other Storage,SubMarket_Other Wired,SubMarket_Other Wireless,SubMarket_Power & Energy,SubMarket_STB,SubMarket_TV,SubMarket_Tablet PCs,SubMarket_Test & Measurement,SubMarket_Video Games
13129,2231.092,1969197.965,603571.229,49549.986,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13132,1820.705,1336573.653,385420.962,41812.2,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13133,1637.952,1263610.429,375435.146,39377.66,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13134,1350.0320000000002,1368492.046,364683.863,32221.900000000005,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13135,1558.764,1733267.025,486765.422,38737.14,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13139,5217.558,1336573.653,385420.962,244253.607,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13140,4824.804,1263610.429,375435.146,240508.788,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13141,4827.28,1368492.046,364683.863,239774.574,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13142,6033.141,1733267.025,486765.422,321378.29099999997,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13143,7324.41,1969197.965,603571.229,392057.718,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13146,100.352,167391.241,385420.962,23829.39,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13147,125.704,156523.044,375435.146,24618.888000000003,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13148,128.776,154996.351,364683.863,26768.843999999997,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13149,285.899,213571.909,486765.422,39171.096,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13150,357.818,241131.863,603571.229,49549.986,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13153,122.402,167391.241,385420.962,244253.607,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13154,143.769,156523.044,375435.146,240508.788,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13155,126.215,154996.351,364683.863,239774.574,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13156,239.951,213571.909,486765.422,321378.29099999997,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13157,267.644,241131.863,603571.229,392057.718,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13160,86.971,155621.654,385420.962,41812.2,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13161,103.893,148452.552,375435.146,39377.66,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13162,76.999,158114.629,364683.863,32221.900000000005,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13163,111.0,194289.837,486765.422,38737.14,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13167,180.49,155621.654,385420.962,244253.607,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13168,246.857,148452.552,375435.146,240508.788,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13169,262.001,158114.629,364683.863,239774.574,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13170,436.0,194289.837,486765.422,321378.29099999997,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13171,538.998,217039.34,603571.229,392057.718,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13174,32.026,426191.674,385420.962,23829.39,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13175,47.834,428609.532,375435.146,24618.888000000003,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13176,54.533,459595.802,364683.863,26768.843999999997,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13177,92.993,592814.876,486765.422,39171.096,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13178,116.231,651481.707,603571.229,49549.986,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13181,182.934,426191.674,385420.962,41812.2,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13182,227.038,428609.532,375435.146,39377.66,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13183,184.064,459595.802,364683.863,32221.900000000005,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13184,267.093,592814.876,486765.422,38737.14,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13188,539.761,426191.674,385420.962,244253.607,34725.0,30895.0,31123.0,40827.0,36588.0,36445.0,4280.0,4152.0,3856.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13189,718.761,428609.532,375435.146,240508.788,34022.0,34725.0,30895.0,39431.0,40827.0,36588.0,3985.0,4280.0,4152.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13190,721.367,459595.802,364683.863,239774.574,28207.0,34022.0,34725.0,32647.0,39431.0,40827.0,3068.0,3985.0,4280.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13191,1155.062,592814.876,486765.422,321378.29099999997,31097.0,28207.0,34022.0,36242.0,32647.0,39431.0,3683.0,3068.0,3985.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13192,1431.267,651481.707,603571.229,392057.718,33188.0,31097.0,28207.0,37840.0,36242.0,32647.0,42467.2,3683.0,3068.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13195,202.702,172603.835,385420.962,244253.607,3667.42,3720.44,3719.72,4200.8,4215.6,4350.3,347.3,243.6,394.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13196,232.701,163733.518,375435.146,240508.788,3820.87,3667.42,3720.44,4436.0,4200.8,4215.6,383.2,347.3,243.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13197,211.203,163007.011,364683.863,239774.574,3633.56,3820.87,3667.42,4125.7,4436.0,4200.8,292.5,383.2,347.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13198,376.315,212172.612,486765.422,321378.29099999997,3894.19,3633.56,3820.87,4558.7,4125.7,4436.0,413.1,292.5,383.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13199,490.443,242620.053,603571.229,392057.718,4831.99,3894.19,3633.56,5573.7,4558.7,4125.7,435.2,413.1,292.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13202,5217.558,1336573.653,385420.962,244253.607,3667.42,3720.44,3719.72,4200.8,4215.6,4350.3,347.3,243.6,394.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13203,4824.804,1263610.429,375435.146,240508.788,3820.87,3667.42,3720.44,4436.0,4200.8,4215.6,383.2,347.3,243.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13204,4827.28,1368492.046,364683.863,239774.574,3633.56,3820.87,3667.42,4125.7,4436.0,4200.8,292.5,383.2,347.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13205,6033.141,1733267.025,486765.422,321378.29099999997,3894.19,3633.56,3820.87,4558.7,4125.7,4436.0,413.1,292.5,383.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13206,7324.41,1969197.965,603571.229,392057.718,4831.99,3894.19,3633.56,5573.7,4558.7,4125.7,435.2,413.1,292.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13209,122.402,167391.241,385420.962,244253.607,3667.42,3720.44,3719.72,4200.8,4215.6,4350.3,347.3,243.6,394.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13210,143.769,156523.044,375435.146,240508.788,3820.87,3667.42,3720.44,4436.0,4200.8,4215.6,383.2,347.3,243.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13211,126.215,154996.351,364683.863,239774.574,3633.56,3820.87,3667.42,4125.7,4436.0,4200.8,292.5,383.2,347.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13212,239.951,213571.909,486765.422,321378.29099999997,3894.19,3633.56,3820.87,4558.7,4125.7,4436.0,413.1,292.5,383.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13213,267.644,241131.863,603571.229,392057.718,4831.99,3894.19,3633.56,5573.7,4558.7,4125.7,435.2,413.1,292.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13216,180.49,155621.654,385420.962,244253.607,3667.42,3720.44,3719.72,4200.8,4215.6,4350.3,347.3,243.6,394.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13217,246.857,148452.552,375435.146,240508.788,3820.87,3667.42,3720.44,4436.0,4200.8,4215.6,383.2,347.3,243.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13218,262.001,158114.629,364683.863,239774.574,3633.56,3820.87,3667.42,4125.7,4436.0,4200.8,292.5,383.2,347.3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13219,436.0,194289.837,486765.422,321378.29099999997,3894.19,3633.56,3820.87,4558.7,4125.7,4436.0,413.1,292.5,383.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13220,538.998,217039.34,603571.229,392057.718,4831.99,3894.19,3633.56,5573.7,4558.7,4125.7,435.2,413.1,292.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13223,539.761,426191.674,385420.962,244253.607,3667.42,3720.44,3719.72,4200.8,4215.6,4350.3,347.3,243.6,394.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13224,718.761,428609.532,375435.146,240508.788,3820.87,3667.42,3720.44,4436.0,4200.8,4215.6,383.2,347.3,243.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13225,721.367,459595.802,364683.863,239774.574,3633.56,3820.87,3667.42,4125.7,4436.0,4200.8,292.5,383.2,347.3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13226,1155.062,592814.876,486765.422,321378.29099999997,3894.19,3633.56,3820.87,4558.7,4125.7,4436.0,413.1,292.5,383.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13227,1431.267,651481.707,603571.229,392057.718,4831.99,3894.19,3633.56,5573.7,4558.7,4125.7,435.2,413.1,292.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13230,83.21199999999999,172603.835,172636.672,62433.354,2716.13,3056.92,2906.46,4514.8,4881.5,5453.2,27.4,-69.6,813.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13231,78.41,163733.518,170045.222,62785.386000000006,2508.65,2716.13,3056.92,4504.6,4514.8,4881.5,313.9,27.4,-69.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13232,95.0,163007.011,185313.426,73644.39899999999,2339.67,2508.65,2716.13,4588.4,4504.6,4514.8,573.3,313.9,27.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13233,94.001,212172.612,245426.412,111188.475,2828.19,2339.67,2508.65,5457.7,4588.4,4504.6,932.7,573.3,313.9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13234,116.0,242620.053,262578.29,121472.814,2942.65,2828.19,2339.67,5434.7,5457.7,4588.4,885.3,932.7,573.3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13237,541.316,1336573.653,172636.672,62433.354,2716.13,3056.92,2906.46,4514.8,4881.5,5453.2,27.4,-69.6,813.8,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13238,578.748,1263610.429,170045.222,62785.386000000006,2508.65,2716.13,3056.92,4504.6,4514.8,4881.5,313.9,27.4,-69.6,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13239,657.006,1368492.046,185313.426,73644.39899999999,2339.67,2508.65,2716.13,4588.4,4504.6,4514.8,573.3,313.9,27.4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13240,1155.673,1733267.025,245426.412,111188.475,2828.19,2339.67,2508.65,5457.7,4588.4,4504.6,932.7,573.3,313.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13241,1194.104,1969197.965,262578.29,121472.814,2942.65,2828.19,2339.67,5434.7,5457.7,4588.4,885.3,932.7,573.3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13244,211.222,167391.241,172636.672,62433.354,2716.13,3056.92,2906.46,4514.8,4881.5,5453.2,27.4,-69.6,813.8,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13245,190.012,156523.044,170045.222,62785.386000000006,2508.65,2716.13,3056.92,4504.6,4514.8,4881.5,313.9,27.4,-69.6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13246,211.0,154996.351,185313.426,73644.39899999999,2339.67,2508.65,2716.13,4588.4,4504.6,4514.8,573.3,313.9,27.4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13247,227.0,213571.909,245426.412,111188.475,2828.19,2339.67,2508.65,5457.7,4588.4,4504.6,932.7,573.3,313.9,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13248,281.0,241131.863,262578.29,121472.814,2942.65,2828.19,2339.67,5434.7,5457.7,4588.4,885.3,932.7,573.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13251,21.305,155621.654,172636.672,62433.354,2716.13,3056.92,2906.46,4514.8,4881.5,5453.2,27.4,-69.6,813.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13252,16.018,148452.552,170045.222,62785.386000000006,2508.65,2716.13,3056.92,4504.6,4514.8,4881.5,313.9,27.4,-69.6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13253,23.001,158114.629,185313.426,73644.39899999999,2339.67,2508.65,2716.13,4588.4,4504.6,4514.8,573.3,313.9,27.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13254,30.0,194289.837,245426.412,111188.475,2828.19,2339.67,2508.65,5457.7,4588.4,4504.6,932.7,573.3,313.9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13255,32.0,217039.34,262578.29,121472.814,2942.65,2828.19,2339.67,5434.7,5457.7,4588.4,885.3,932.7,573.3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
