Company,Year,Revenue
International Business Machines Corporation (NYSE:IBM),2024,63664.57
International Business Machines Corporation (NYSE:IBM),2025,66832.27
International Business Machines Corporation (NYSE:IBM),2026,69034.5
International Business Machines Corporation (NYSE:IBM),2027,71122
Spectris plc (LSE:SXS),2016,1634.1
Spectris plc (LSE:SXS),2017,1852.4
Spectris plc (LSE:SXS),2018,1947.9
Spectris plc (LSE:SXS),2019,1981.6
Spectris plc (LSE:SXS),2020,1622.4
Spectris plc (LSE:SXS),2021,1412.1
Spectris plc (LSE:SXS),2022,1611.8
Spectris plc (LSE:SXS),2023,1779.07
Spectris plc (LSE:SXS),2024,1848.4
Spectris plc (LSE:SXS),2025,1923.63
Spectris plc (LSE:SXS),2026,1983.98
Spectris plc (LSE:SXS),2027,19544.571428571187
Atos SE (ENXTPA:ATO),2016,12878.2
Atos SE (ENXTPA:ATO),2017,12727.9
Atos SE (ENXTPA:ATO),2018,11297.6
Atos SE (ENXTPA:ATO),2019,12295
Atos SE (ENXTPA:ATO),2020,11863.1
Atos SE (ENXTPA:ATO),2021,11500.3
Atos SE (ENXTPA:ATO),2022,12032.9
Atos SE (ENXTPA:ATO),2023,11645.05
Atos SE (ENXTPA:ATO),2024,11467.77
Atos SE (ENXTPA:ATO),2025,11541.72
Atos SE (ENXTPA:ATO),2026,7209.649999999441
Atos SE (ENXTPA:ATO),2027,7621.585714285029
Johnson & Johnson (NYSE:JNJ),2016,71890
Johnson & Johnson (NYSE:JNJ),2017,76450
Johnson & Johnson (NYSE:JNJ),2018,81581
Johnson & Johnson (NYSE:JNJ),2019,82059
Johnson & Johnson (NYSE:JNJ),2020,82584
Johnson & Johnson (NYSE:JNJ),2021,93775
Johnson & Johnson (NYSE:JNJ),2022,94943
Johnson & Johnson (NYSE:JNJ),2023,84751.97
Johnson & Johnson (NYSE:JNJ),2024,87703.81
Johnson & Johnson (NYSE:JNJ),2025,90100.37
Johnson & Johnson (NYSE:JNJ),2026,92536.75
Johnson & Johnson (NYSE:JNJ),2027,94957.13
"Hitachi, Ltd. (TSE:6501)",2016,62517.1
"Hitachi, Ltd. (TSE:6501)",2017,62474.3
"Hitachi, Ltd. (TSE:6501)",2018,63551
"Hitachi, Ltd. (TSE:6501)",2019,60629.3
"Hitachi, Ltd. (TSE:6501)",2020,56339.5
"Hitachi, Ltd. (TSE:6501)",2021,67703.7
"Hitachi, Ltd. (TSE:6501)",2022,73938.9
"Hitachi, Ltd. (TSE:6501)",2023,71545.15
"Hitachi, Ltd. (TSE:6501)",2024,61436.1
"Hitachi, Ltd. (TSE:6501)",2025,58928.91
"Hitachi, Ltd. (TSE:6501)",2026,62591.57
"Hitachi, Ltd. (TSE:6501)",2027,65109.67
"Agilent Technologies, Inc. (NYSE:A)",2016,4241
"Agilent Technologies, Inc. (NYSE:A)",2017,4616
"Agilent Technologies, Inc. (NYSE:A)",2018,4987
"Agilent Technologies, Inc. (NYSE:A)",2019,5236
"Agilent Technologies, Inc. (NYSE:A)",2020,5530
"Agilent Technologies, Inc. (NYSE:A)",2021,6445
"Agilent Technologies, Inc. (NYSE:A)",2022,6930
"Agilent Technologies, Inc. (NYSE:A)",2023,6831.69
"Agilent Technologies, Inc. (NYSE:A)",2024,7004.38
"Agilent Technologies, Inc. (NYSE:A)",2025,7507.26
"Agilent Technologies, Inc. (NYSE:A)",2026,7833.21
"Agilent Technologies, Inc. (NYSE:A)",2027,8024.56
RTX Corporation (NYSE:RTX),2016,57244
RTX Corporation (NYSE:RTX),2017,59837
RTX Corporation (NYSE:RTX),2018,34701
RTX Corporation (NYSE:RTX),2019,45349
RTX Corporation (NYSE:RTX),2020,56587
RTX Corporation (NYSE:RTX),2021,64388
RTX Corporation (NYSE:RTX),2022,67074
RTX Corporation (NYSE:RTX),2023,73257.05
RTX Corporation (NYSE:RTX),2024,78966
RTX Corporation (NYSE:RTX),2025,84460.89
RTX Corporation (NYSE:RTX),2026,89410.41
RTX Corporation (NYSE:RTX),2027,89300.5
NCR Voyix Corporation (NYSE:VYX),2016,6543
NCR Voyix Corporation (NYSE:VYX),2017,6516
NCR Voyix Corporation (NYSE:VYX),2018,6405
NCR Voyix Corporation (NYSE:VYX),2019,6915
NCR Voyix Corporation (NYSE:VYX),2020,6207
NCR Voyix Corporation (NYSE:VYX),2021,7156
NCR Voyix Corporation (NYSE:VYX),2022,7844
NCR Voyix Corporation (NYSE:VYX),2023,3828
NCR Voyix Corporation (NYSE:VYX),2024,3887
NCR Voyix Corporation (NYSE:VYX),2025,4019
NCR Voyix Corporation (NYSE:VYX),2026,18100.59285714291
NCR Voyix Corporation (NYSE:VYX),2027,18366.84285714291
Dover Corporation (NYSE:DOV),2016,6043.2
Dover Corporation (NYSE:DOV),2017,6820.9
Dover Corporation (NYSE:DOV),2018,6992.1
Dover Corporation (NYSE:DOV),2019,7136.4
Dover Corporation (NYSE:DOV),2020,6683.8
Dover Corporation (NYSE:DOV),2021,7907.1
Dover Corporation (NYSE:DOV),2022,8508.1
Dover Corporation (NYSE:DOV),2023,8497.23
Dover Corporation (NYSE:DOV),2024,8855.04
Dover Corporation (NYSE:DOV),2025,9256.76
Dover Corporation (NYSE:DOV),2026,10035.17
Dover Corporation (NYSE:DOV),2027,10484.34
Eaton Corporation plc (NYSE:ETN),2016,19747
Eaton Corporation plc (NYSE:ETN),2017,20404
Eaton Corporation plc (NYSE:ETN),2018,21609
Eaton Corporation plc (NYSE:ETN),2019,21390
Eaton Corporation plc (NYSE:ETN),2020,17858
Eaton Corporation plc (NYSE:ETN),2021,19628
Eaton Corporation plc (NYSE:ETN),2022,20752
Eaton Corporation plc (NYSE:ETN),2023,23126.79
Eaton Corporation plc (NYSE:ETN),2024,24605.57
Eaton Corporation plc (NYSE:ETN),2025,26118.52
Eaton Corporation plc (NYSE:ETN),2026,28002.67
Eaton Corporation plc (NYSE:ETN),2027,29587.5
General Electric Company (NYSE:GE),2016,119468
General Electric Company (NYSE:GE),2017,99279
General Electric Company (NYSE:GE),2018,97012
General Electric Company (NYSE:GE),2019,90221
General Electric Company (NYSE:GE),2020,75833
General Electric Company (NYSE:GE),2021,74196
General Electric Company (NYSE:GE),2022,76555
General Electric Company (NYSE:GE),2023,64866.02
General Electric Company (NYSE:GE),2024,70377.39
General Electric Company (NYSE:GE),2025,76124.41
General Electric Company (NYSE:GE),2026,83963.66
General Electric Company (NYSE:GE),2027,88816
"L3Harris Technologies, Inc. (NYSE:LHX)",2016,5952
"L3Harris Technologies, Inc. (NYSE:LHX)",2017,5976
"L3Harris Technologies, Inc. (NYSE:LHX)",2018,6445
"L3Harris Technologies, Inc. (NYSE:LHX)",2019,18526
"L3Harris Technologies, Inc. (NYSE:LHX)",2020,18194
"L3Harris Technologies, Inc. (NYSE:LHX)",2021,17814
"L3Harris Technologies, Inc. (NYSE:LHX)",2022,17062
"L3Harris Technologies, Inc. (NYSE:LHX)",2023,19369.41
"L3Harris Technologies, Inc. (NYSE:LHX)",2024,21354.91
"L3Harris Technologies, Inc. (NYSE:LHX)",2025,22513.3
"L3Harris Technologies, Inc. (NYSE:LHX)",2026,23726
"L3Harris Technologies, Inc. (NYSE:LHX)",2027,25328
Koninklijke Philips N.V. (ENXTAM:PHIA),2016,18484.9
Koninklijke Philips N.V. (ENXTAM:PHIA),2017,18864.7
Koninklijke Philips N.V. (ENXTAM:PHIA),2018,19226.5
Koninklijke Philips N.V. (ENXTAM:PHIA),2019,2596.3
Koninklijke Philips N.V. (ENXTAM:PHIA),2020,18369.2
Koninklijke Philips N.V. (ENXTAM:PHIA),2021,18202.7
Koninklijke Philips N.V. (ENXTAM:PHIA),2022,18914.6
Koninklijke Philips N.V. (ENXTAM:PHIA),2023,19510.79
Koninklijke Philips N.V. (ENXTAM:PHIA),2024,20446.32
Koninklijke Philips N.V. (ENXTAM:PHIA),2025,21461.28
Koninklijke Philips N.V. (ENXTAM:PHIA),2026,22342.85
Koninklijke Philips N.V. (ENXTAM:PHIA),2027,23900.77
Canon Inc. (TSE:7751),2016,22808.4
Canon Inc. (TSE:7751),2017,27358.2
Canon Inc. (TSE:7751),2018,26499.4
Canon Inc. (TSE:7751),2019,24094.6
Canon Inc. (TSE:7751),2020,21190.8
Canon Inc. (TSE:7751),2021,23558.5
Canon Inc. (TSE:7751),2022,27032.3
Canon Inc. (TSE:7751),2023,28641.27
Canon Inc. (TSE:7751),2024,29400.77
Canon Inc. (TSE:7751),2025,29839.25
Canon Inc. (TSE:7751),2026,29664.8
Canon Inc. (TSE:7751),2027,29997.38
Belden Inc. (NYSE:BDC),2016,2356.7
Belden Inc. (NYSE:BDC),2017,2087.2
Belden Inc. (NYSE:BDC),2018,2165.7
Belden Inc. (NYSE:BDC),2019,2131.3
Belden Inc. (NYSE:BDC),2020,1752.2
Belden Inc. (NYSE:BDC),2021,2301.3
Belden Inc. (NYSE:BDC),2022,2606.5
Belden Inc. (NYSE:BDC),2023,2593.48
Belden Inc. (NYSE:BDC),2024,2608.93
Belden Inc. (NYSE:BDC),2025,2780.28
Belden Inc. (NYSE:BDC),2026,-3377.764285713434
Belden Inc. (NYSE:BDC),2027,-6696.428571428172
Visteon Corporation (NasdaqGS:VC),2016,3161
Visteon Corporation (NasdaqGS:VC),2017,3146
Visteon Corporation (NasdaqGS:VC),2018,2984
Visteon Corporation (NasdaqGS:VC),2019,2945
Visteon Corporation (NasdaqGS:VC),2020,2548
Visteon Corporation (NasdaqGS:VC),2021,2773
Visteon Corporation (NasdaqGS:VC),2022,3756
Visteon Corporation (NasdaqGS:VC),2023,4008.53
Visteon Corporation (NasdaqGS:VC),2024,4360.24
Visteon Corporation (NasdaqGS:VC),2025,4757.25
Visteon Corporation (NasdaqGS:VC),2026,5250.05
Visteon Corporation (NasdaqGS:VC),2027,5485.4
Abbott Laboratories (NYSE:ABT),2016,20853
Abbott Laboratories (NYSE:ABT),2017,27390
Abbott Laboratories (NYSE:ABT),2018,30578
Abbott Laboratories (NYSE:ABT),2019,31904
Abbott Laboratories (NYSE:ABT),2020,34608
Abbott Laboratories (NYSE:ABT),2021,43075
Abbott Laboratories (NYSE:ABT),2022,43653
Abbott Laboratories (NYSE:ABT),2023,40074.23
Abbott Laboratories (NYSE:ABT),2024,41702.12
Abbott Laboratories (NYSE:ABT),2025,44665.62
Abbott Laboratories (NYSE:ABT),2026,47250.5
Abbott Laboratories (NYSE:ABT),2027,50133.67
"Applied Materials, Inc. (NasdaqGS:AMAT)",2016,11846
"Applied Materials, Inc. (NasdaqGS:AMAT)",2017,15464
"Applied Materials, Inc. (NasdaqGS:AMAT)",2018,16253
"Applied Materials, Inc. (NasdaqGS:AMAT)",2019,15017
"Applied Materials, Inc. (NasdaqGS:AMAT)",2020,18202
"Applied Materials, Inc. (NasdaqGS:AMAT)",2021,24172
"Applied Materials, Inc. (NasdaqGS:AMAT)",2022,5260
"Applied Materials, Inc. (NasdaqGS:AMAT)",2023,26322.61
"Applied Materials, Inc. (NasdaqGS:AMAT)",2024,26192.25
"Applied Materials, Inc. (NasdaqGS:AMAT)",2025,28462.93
"Applied Materials, Inc. (NasdaqGS:AMAT)",2026,30796.5
"Applied Materials, Inc. (NasdaqGS:AMAT)",2027,33830
VOXX International Corporation (NasdaqGS:VOXX),2016,559.3
VOXX International Corporation (NasdaqGS:VOXX),2017,509.8
VOXX International Corporation (NasdaqGS:VOXX),2018,461.6
VOXX International Corporation (NasdaqGS:VOXX),2019,401.3
VOXX International Corporation (NasdaqGS:VOXX),2020,502.2
VOXX International Corporation (NasdaqGS:VOXX),2021,634.6
VOXX International Corporation (NasdaqGS:VOXX),2022,561.4
VOXX International Corporation (NasdaqGS:VOXX),2023,520.94
VOXX International Corporation (NasdaqGS:VOXX),2024,478.96
VOXX International Corporation (NasdaqGS:VOXX),2025,495.94
VOXX International Corporation (NasdaqGS:VOXX),2026,531.83
VOXX International Corporation (NasdaqGS:VOXX),2027,570.77
Danaher Corporation (NYSE:DHR),2016,16882.4
Danaher Corporation (NYSE:DHR),2017,15518.8
Danaher Corporation (NYSE:DHR),2018,17049
Danaher Corporation (NYSE:DHR),2019,17911
Danaher Corporation (NYSE:DHR),2020,22284
Danaher Corporation (NYSE:DHR),2021,29453
Danaher Corporation (NYSE:DHR),2022,31471
Danaher Corporation (NYSE:DHR),2023,27047.39
Danaher Corporation (NYSE:DHR),2024,24037.68
Danaher Corporation (NYSE:DHR),2025,26085.66
Danaher Corporation (NYSE:DHR),2026,29636
Danaher Corporation (NYSE:DHR),2027,32184
Dell Technologies Inc. (NYSE:DELL),2016,62164
Dell Technologies Inc. (NYSE:DELL),2017,79040
Dell Technologies Inc. (NYSE:DELL),2018,90621
Dell Technologies Inc. (NYSE:DELL),2019,84815
Dell Technologies Inc. (NYSE:DELL),2020,86670
Dell Technologies Inc. (NYSE:DELL),2021,101197
Dell Technologies Inc. (NYSE:DELL),2022,102301
Dell Technologies Inc. (NYSE:DELL),2023,100566.7
Dell Technologies Inc. (NYSE:DELL),2024,90466.38
Dell Technologies Inc. (NYSE:DELL),2025,94013.62
Dell Technologies Inc. (NYSE:DELL),2026,97396.94
Dell Technologies Inc. (NYSE:DELL),2027,98083.5
Deere & Company (NYSE:DE),2016,26756.9
Deere & Company (NYSE:DE),2017,30360
Deere & Company (NYSE:DE),2018,38388.5
Deere & Company (NYSE:DE),2019,38880
Deere & Company (NYSE:DE),2020,36995
Deere & Company (NYSE:DE),2021,44440
Deere & Company (NYSE:DE),2022,55646
Deere & Company (NYSE:DE),2023,55908.54
Deere & Company (NYSE:DE),2024,55458.96
Deere & Company (NYSE:DE),2025,57084.85
Deere & Company (NYSE:DE),2026,13299.48
Deere & Company (NYSE:DE),2027,7347.89999999998
Flowserve Corporation (NYSE:FLS),2016,3990.5
Flowserve Corporation (NYSE:FLS),2017,3660.8
Flowserve Corporation (NYSE:FLS),2018,3835.7
Flowserve Corporation (NYSE:FLS),2019,3939.7
Flowserve Corporation (NYSE:FLS),2020,372.5
Flowserve Corporation (NYSE:FLS),2021,3541.1
Flowserve Corporation (NYSE:FLS),2022,3615.1
Flowserve Corporation (NYSE:FLS),2023,4294.19
Flowserve Corporation (NYSE:FLS),2024,4514.51
Flowserve Corporation (NYSE:FLS),2025,4679.72
Flowserve Corporation (NYSE:FLS),2026,4871.8
Flowserve Corporation (NYSE:FLS),2027,5066.7
"Revvity, Inc. (NYSE:RVTY)",2016,2115.5
"Revvity, Inc. (NYSE:RVTY)",2017,2257
"Revvity, Inc. (NYSE:RVTY)",2018,2778
"Revvity, Inc. (NYSE:RVTY)",2019,2883.7
"Revvity, Inc. (NYSE:RVTY)",2020,2663.2
"Revvity, Inc. (NYSE:RVTY)",2021,3827.8
"Revvity, Inc. (NYSE:RVTY)",2022,1066.3
"Revvity, Inc. (NYSE:RVTY)",2023,2726.05
"Revvity, Inc. (NYSE:RVTY)",2024,2767.18
"Revvity, Inc. (NYSE:RVTY)",2025,3007.38
"Revvity, Inc. (NYSE:RVTY)",2026,3298.03
"Revvity, Inc. (NYSE:RVTY)",2027,510.84285714291036
Emerson Electric Co. (NYSE:EMR),2016,14401
Emerson Electric Co. (NYSE:EMR),2017,15864
Emerson Electric Co. (NYSE:EMR),2018,17739
Emerson Electric Co. (NYSE:EMR),2019,18376
Emerson Electric Co. (NYSE:EMR),2020,16795
Emerson Electric Co. (NYSE:EMR),2021,17231
Emerson Electric Co. (NYSE:EMR),2022,19846
Emerson Electric Co. (NYSE:EMR),2023,3767
Emerson Electric Co. (NYSE:EMR),2024,17823.67
Emerson Electric Co. (NYSE:EMR),2025,18707.65
Emerson Electric Co. (NYSE:EMR),2026,4555
Emerson Electric Co. (NYSE:EMR),2027,-2278.328571428545
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2016,19751.6
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2017,18412.4
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2018,18901.9
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2019,20370.2
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2020,20834
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2021,20827.2
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2022,24344.4
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2023,24028.57
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2024,24243.28
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2025,24878.13
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2026,25301.75
Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B),2027,25753.88
General Dynamics Corporation (NYSE:GD),2016,30561
General Dynamics Corporation (NYSE:GD),2017,30973
General Dynamics Corporation (NYSE:GD),2018,36193
General Dynamics Corporation (NYSE:GD),2019,39350
General Dynamics Corporation (NYSE:GD),2020,37925
General Dynamics Corporation (NYSE:GD),2021,38469
General Dynamics Corporation (NYSE:GD),2022,39407
General Dynamics Corporation (NYSE:GD),2023,42795.96
General Dynamics Corporation (NYSE:GD),2024,45760.31
General Dynamics Corporation (NYSE:GD),2025,47539.4
General Dynamics Corporation (NYSE:GD),2026,49231.6
General Dynamics Corporation (NYSE:GD),2027,51115.5
"SPX Technologies, Inc. (NYSE:SPXC)",2016,1472.3
"SPX Technologies, Inc. (NYSE:SPXC)",2017,1425.8
"SPX Technologies, Inc. (NYSE:SPXC)",2018,1512.6
"SPX Technologies, Inc. (NYSE:SPXC)",2019,1123.6
"SPX Technologies, Inc. (NYSE:SPXC)",2020,1128.1
"SPX Technologies, Inc. (NYSE:SPXC)",2021,1219.5
"SPX Technologies, Inc. (NYSE:SPXC)",2022,1460.9
"SPX Technologies, Inc. (NYSE:SPXC)",2023,1737.23
"SPX Technologies, Inc. (NYSE:SPXC)",2024,1860.03
"SPX Technologies, Inc. (NYSE:SPXC)",2025,1949.3
"SPX Technologies, Inc. (NYSE:SPXC)",2026,21252.035714285565
"SPX Technologies, Inc. (NYSE:SPXC)",2027,21164.714285714028
ITT Inc. (NYSE:ITT),2016,2405.4
ITT Inc. (NYSE:ITT),2017,2585.3
ITT Inc. (NYSE:ITT),2018,378
ITT Inc. (NYSE:ITT),2019,2846.4
ITT Inc. (NYSE:ITT),2020,2477.8
ITT Inc. (NYSE:ITT),2021,2765
ITT Inc. (NYSE:ITT),2022,2987.7
ITT Inc. (NYSE:ITT),2023,3262.25
ITT Inc. (NYSE:ITT),2024,3434.82
ITT Inc. (NYSE:ITT),2025,3606.95
ITT Inc. (NYSE:ITT),2026,3832.97
ITT Inc. (NYSE:ITT),2027,4050.65
Trane Technologies plc (NYSE:TT),2016,13508.9
Trane Technologies plc (NYSE:TT),2017,14197.6
Trane Technologies plc (NYSE:TT),2018,12343.8
Trane Technologies plc (NYSE:TT),2019,13075.9
Trane Technologies plc (NYSE:TT),2020,12454.7
Trane Technologies plc (NYSE:TT),2021,14136.4
Trane Technologies plc (NYSE:TT),2022,15991.7
Trane Technologies plc (NYSE:TT),2023,17616.88
Trane Technologies plc (NYSE:TT),2024,18502.26
Trane Technologies plc (NYSE:TT),2025,19512.62
Trane Technologies plc (NYSE:TT),2026,20693.5
Trane Technologies plc (NYSE:TT),2027,22412
KLA Corporation (NasdaqGS:KLAC),2016,3259.2
KLA Corporation (NasdaqGS:KLAC),2017,3797.9
KLA Corporation (NasdaqGS:KLAC),2018,4304.5
KLA Corporation (NasdaqGS:KLAC),2019,5278.6
KLA Corporation (NasdaqGS:KLAC),2020,6073
KLA Corporation (NasdaqGS:KLAC),2021,8165.7
KLA Corporation (NasdaqGS:KLAC),2022,10483.7
KLA Corporation (NasdaqGS:KLAC),2023,10396.75
KLA Corporation (NasdaqGS:KLAC),2024,9832.2
KLA Corporation (NasdaqGS:KLAC),2025,10561.92
KLA Corporation (NasdaqGS:KLAC),2026,11664.98
KLA Corporation (NasdaqGS:KLAC),2027,12691
Johnson Controls International plc (NYSE:JCI),2016,23227
Johnson Controls International plc (NYSE:JCI),2017,28391
Johnson Controls International plc (NYSE:JCI),2018,23559
Johnson Controls International plc (NYSE:JCI),2019,24080
Johnson Controls International plc (NYSE:JCI),2020,22082
Johnson Controls International plc (NYSE:JCI),2021,24189
Johnson Controls International plc (NYSE:JCI),2022,25505
Johnson Controls International plc (NYSE:JCI),2023,26986.36
Johnson Controls International plc (NYSE:JCI),2024,28270.58
Johnson Controls International plc (NYSE:JCI),2025,29600.99
Johnson Controls International plc (NYSE:JCI),2026,31180
Johnson Controls International plc (NYSE:JCI),2027,33708
Lockheed Martin Corporation (NYSE:LMT),2016,47290
Lockheed Martin Corporation (NYSE:LMT),2017,49960
Lockheed Martin Corporation (NYSE:LMT),2018,53762
Lockheed Martin Corporation (NYSE:LMT),2019,59812
Lockheed Martin Corporation (NYSE:LMT),2020,65398
Lockheed Martin Corporation (NYSE:LMT),2021,67044
Lockheed Martin Corporation (NYSE:LMT),2022,65984
Lockheed Martin Corporation (NYSE:LMT),2023,66618.16
Lockheed Martin Corporation (NYSE:LMT),2024,68703.52
Lockheed Martin Corporation (NYSE:LMT),2025,71300.9
Lockheed Martin Corporation (NYSE:LMT),2026,73225.5
Lockheed Martin Corporation (NYSE:LMT),2027,74739.33
Magna International Inc. (TSX:MG),2016,36445
Magna International Inc. (TSX:MG),2017,36588
Magna International Inc. (TSX:MG),2018,40827
Magna International Inc. (TSX:MG),2019,39431
Magna International Inc. (TSX:MG),2020,32647
Magna International Inc. (TSX:MG),2021,36242
Magna International Inc. (TSX:MG),2022,37840
Magna International Inc. (TSX:MG),2023,42467.22
Magna International Inc. (TSX:MG),2024,44882.81
Magna International Inc. (TSX:MG),2025,47131.21
Magna International Inc. (TSX:MG),2026,49437.97
Magna International Inc. (TSX:MG),2027,51869.1
Moog Inc. (NYSE:MOG.A),2016,2433.2
Moog Inc. (NYSE:MOG.A),2017,2535.4
Moog Inc. (NYSE:MOG.A),2018,2761.6
Moog Inc. (NYSE:MOG.A),2019,2979.8
Moog Inc. (NYSE:MOG.A),2020,2813.7
Moog Inc. (NYSE:MOG.A),2021,2892.1
Moog Inc. (NYSE:MOG.A),2022,3071.8
Moog Inc. (NYSE:MOG.A),2023,3252.7
Moog Inc. (NYSE:MOG.A),2024,3414.05
Moog Inc. (NYSE:MOG.A),2025,3629.02
Moog Inc. (NYSE:MOG.A),2026,3930
Moog Inc. (NYSE:MOG.A),2027,492.26
Parker-Hannifin Corporation (NYSE:PH),2016,11199.8
Parker-Hannifin Corporation (NYSE:PH),2017,13350.7
Parker-Hannifin Corporation (NYSE:PH),2018,14518.4
Parker-Hannifin Corporation (NYSE:PH),2019,14201.5
Parker-Hannifin Corporation (NYSE:PH),2020,13505.5
Parker-Hannifin Corporation (NYSE:PH),2021,15292.6
Parker-Hannifin Corporation (NYSE:PH),2022,17181.8
Parker-Hannifin Corporation (NYSE:PH),2023,18973.95
Parker-Hannifin Corporation (NYSE:PH),2024,19938.43
Parker-Hannifin Corporation (NYSE:PH),2025,20861.16
Parker-Hannifin Corporation (NYSE:PH),2026,22183.74
Parker-Hannifin Corporation (NYSE:PH),2027,23798.81
Pitney Bowes Inc. (NYSE:PBI),2016,2981.3
Pitney Bowes Inc. (NYSE:PBI),2017,2784
Pitney Bowes Inc. (NYSE:PBI),2018,3211.5
Pitney Bowes Inc. (NYSE:PBI),2019,3205.1
Pitney Bowes Inc. (NYSE:PBI),2020,3554.1
Pitney Bowes Inc. (NYSE:PBI),2021,3673.6
Pitney Bowes Inc. (NYSE:PBI),2022,3538
Pitney Bowes Inc. (NYSE:PBI),2023,3305.73
Pitney Bowes Inc. (NYSE:PBI),2024,3442.77
Pitney Bowes Inc. (NYSE:PBI),2025,1923.9357142857334
Pitney Bowes Inc. (NYSE:PBI),2026,1890.7678571428842
Pitney Bowes Inc. (NYSE:PBI),2027,1857.600000000035
"Rockwell Automation, Inc. (NYSE:ROK)",2016,5943.2
"Rockwell Automation, Inc. (NYSE:ROK)",2017,6407.6
"Rockwell Automation, Inc. (NYSE:ROK)",2018,6721.7
"Rockwell Automation, Inc. (NYSE:ROK)",2019,6737
"Rockwell Automation, Inc. (NYSE:ROK)",2020,6210.6
"Rockwell Automation, Inc. (NYSE:ROK)",2021,7289.4
"Rockwell Automation, Inc. (NYSE:ROK)",2022,7884.1
"Rockwell Automation, Inc. (NYSE:ROK)",2023,8913.21
"Rockwell Automation, Inc. (NYSE:ROK)",2024,9493.33
"Rockwell Automation, Inc. (NYSE:ROK)",2025,9892.69
"Rockwell Automation, Inc. (NYSE:ROK)",2026,10300.77
"Rockwell Automation, Inc. (NYSE:ROK)",2027,2320.31
Schlumberger Limited (NYSE:SLB),2016,27810
Schlumberger Limited (NYSE:SLB),2017,30440
Schlumberger Limited (NYSE:SLB),2018,32815
Schlumberger Limited (NYSE:SLB),2019,32917
Schlumberger Limited (NYSE:SLB),2020,23601
Schlumberger Limited (NYSE:SLB),2021,22929
Schlumberger Limited (NYSE:SLB),2022,28091
Schlumberger Limited (NYSE:SLB),2023,33127.53
Schlumberger Limited (NYSE:SLB),2024,37300.54
Schlumberger Limited (NYSE:SLB),2025,8023.76
Schlumberger Limited (NYSE:SLB),2026,43764.5
Schlumberger Limited (NYSE:SLB),2027,46622
"Stanley Black & Decker, Inc. (NYSE:SWK)",2016,11593.5
"Stanley Black & Decker, Inc. (NYSE:SWK)",2017,12966.6
"Stanley Black & Decker, Inc. (NYSE:SWK)",2018,13982.4
"Stanley Black & Decker, Inc. (NYSE:SWK)",2019,12912.9
"Stanley Black & Decker, Inc. (NYSE:SWK)",2020,12750
"Stanley Black & Decker, Inc. (NYSE:SWK)",2021,15281.3
"Stanley Black & Decker, Inc. (NYSE:SWK)",2022,16947.4
"Stanley Black & Decker, Inc. (NYSE:SWK)",2023,15863.83
"Stanley Black & Decker, Inc. (NYSE:SWK)",2024,16294.56
"Stanley Black & Decker, Inc. (NYSE:SWK)",2025,16884.51
"Stanley Black & Decker, Inc. (NYSE:SWK)",2026,17205.5
"Stanley Black & Decker, Inc. (NYSE:SWK)",2027,2275.81
Coherent Corp. (NYSE:COHR),2016,899.9
Coherent Corp. (NYSE:COHR),2017,1061.7
Coherent Corp. (NYSE:COHR),2018,1273.1
Coherent Corp. (NYSE:COHR),2019,1712
Coherent Corp. (NYSE:COHR),2020,2888
Coherent Corp. (NYSE:COHR),2021,3193.2
Coherent Corp. (NYSE:COHR),2022,4429.5
Coherent Corp. (NYSE:COHR),2023,5104.72
Coherent Corp. (NYSE:COHR),2024,4579.38
Coherent Corp. (NYSE:COHR),2025,5219.08
Coherent Corp. (NYSE:COHR),2026,5694.58
Coherent Corp. (NYSE:COHR),2027,23562.714285714203
Unisys Corporation (NYSE:UIS),2016,2820.7
Unisys Corporation (NYSE:UIS),2017,2741.8
Unisys Corporation (NYSE:UIS),2018,2251.2
Unisys Corporation (NYSE:UIS),2019,2222.8
Unisys Corporation (NYSE:UIS),2020,2026.3
Unisys Corporation (NYSE:UIS),2021,2054.4
Unisys Corporation (NYSE:UIS),2022,1979.9
Unisys Corporation (NYSE:UIS),2023,1907.97
Unisys Corporation (NYSE:UIS),2024,1979.5
Unisys Corporation (NYSE:UIS),2025,4830.407142857117
Unisys Corporation (NYSE:UIS),2026,4835.667857142826
Unisys Corporation (NYSE:UIS),2027,4840.928571428536
Western Digital Corporation (NasdaqGS:WDC),2016,15919
Western Digital Corporation (NasdaqGS:WDC),2017,20008
Western Digital Corporation (NasdaqGS:WDC),2018,19391
Western Digital Corporation (NasdaqGS:WDC),2019,15582
Western Digital Corporation (NasdaqGS:WDC),2020,16327
Western Digital Corporation (NasdaqGS:WDC),2021,18941
Western Digital Corporation (NasdaqGS:WDC),2022,15752
