,Device,Market,SubMarket,Spendings,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Value
18625,Amplifier/Comparator,Wireless Communications,Handset,1545.535,242620.053,1148735.868,721530.528,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,35.99279677173907
18628,Amplifier/Comparator,Wireless Communications,Infrastructure,27.409,172603.835,746450.838,93370.407,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.3504999999999999
18629,Amplifier/Comparator,Wireless Communications,Infrastructure,28.075,163733.518,696220.217,103327.068,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.1780999999999999
18630,Amplifier/Comparator,Wireless Communications,Infrastructure,30.0,163007.011,798162.05,123825.195,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.185
18631,Amplifier/Comparator,Wireless Communications,Infrastructure,32.0,212172.612,1019653.858,143949.03900000002,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.4434
18632,Amplifier/Comparator,Wireless Communications,Infrastructure,35.002,242620.053,1148735.868,156351.195,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.496501334914259
18635,Amplifier/Comparator,Wireless Communications,Other Wireless,71.437,172603.835,746450.838,170181.832,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.3380999999999999
18636,Amplifier/Comparator,Wireless Communications,Other Wireless,64.578,163733.518,696220.217,157082.108,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.1861999999999999
18637,Amplifier/Comparator,Wireless Communications,Other Wireless,60.001,163007.011,798162.05,164973.95,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.2092999999999999
18638,Amplifier/Comparator,Wireless Communications,Other Wireless,67.0,212172.612,1019653.858,200105.606,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.7750000000000001
18639,Amplifier/Comparator,Wireless Communications,Other Wireless,66.0,242620.053,1148735.868,194798.07,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.7042018933466692
18642,Analog Application Specific IC,Consumer,Audio,361.224,1336573.653,172636.672,20616.82,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.7833
18643,Analog Application Specific IC,Consumer,Audio,278.074,1263610.429,170045.222,19900.468,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.3750986210167198
18644,Analog Application Specific IC,Consumer,Audio,214.177,1368492.046,185313.426,16664.984,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.2894010072323038
18645,Analog Application Specific IC,Consumer,Audio,218.889,1733267.025,245426.412,17244.948,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.5806989866433061
18646,Analog Application Specific IC,Consumer,Audio,218.05,1969197.965,262578.29,17109.4,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.63039894976393
18649,Analog Application Specific IC,Consumer,Other Consumer,541.316,1336573.653,172636.672,62433.354,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,1.6217
18650,Analog Application Specific IC,Consumer,Other Consumer,578.748,1263610.429,170045.222,62785.386000000006,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.7519972354160847
18651,Analog Application Specific IC,Consumer,Other Consumer,657.006,1368492.046,185313.426,73644.39899999999,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.8047028006905145
18652,Analog Application Specific IC,Consumer,Other Consumer,1155.673,1733267.025,245426.412,111188.475,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,2.917394908960188
18653,Analog Application Specific IC,Consumer,Other Consumer,1194.104,1969197.965,262578.29,121472.814,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,2.341996098266377
18656,Analog Application Specific IC,Consumer,STB,472.066,1336573.653,172636.672,15425.058,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,1.9393
18657,Analog Application Specific IC,Consumer,STB,419.124,1263610.429,170045.222,13752.728,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,1.0127962766348544
18658,Analog Application Specific IC,Consumer,STB,334.0,1368492.046,185313.426,11396.0,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.9686033711306478
18659,Analog Application Specific IC,Consumer,STB,348.0,1733267.025,245426.412,12628.0,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,2.048396425417855
18660,Analog Application Specific IC,Consumer,STB,287.0,1969197.965,262578.29,11968.0,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,1.6488972529596195
18663,Analog Application Specific IC,Consumer,TV,1267.621,1336573.653,172636.672,55098.333,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,48.11
18664,Analog Application Specific IC,Consumer,TV,1141.083,1263610.429,170045.222,50659.479,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,24.758408980118528
18665,Analog Application Specific IC,Consumer,TV,1195.0,1368492.046,185313.426,55647.054,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,26.274791446878417
18666,Analog Application Specific IC,Consumer,TV,1466.0,1733267.025,245426.412,67554.0,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,50.61471167410645
18667,Analog Application Specific IC,Consumer,TV,1509.0,1969197.965,262578.29,66960.027,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,53.94241013267894
18670,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,207.92,1336573.653,83167.045,21110.622,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.6877113386423966
18671,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,148.179,1263610.429,81800.134,15294.747,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.3962900271780159
18672,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,160.707,1368492.046,91046.91,14769.651,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.4307999999999999
18673,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,201.507,1733267.025,102676.29,18271.968,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,1.1012999999999995
18674,Analog Application Specific IC,Wired Communications,Enterprise/SOHO,215.287,1969197.965,117079.375,24230.271,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,1.1950126681578694
18677,Analog Application Specific IC,Wired Communications,Other Wired,762.278,1336573.653,83167.045,31842.327,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,5.377488661357604
18678,Analog Application Specific IC,Wired Communications,Other Wired,834.886,1263610.429,81800.134,37684.833,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,3.5774099728219837
18679,Analog Application Specific IC,Wired Communications,Other Wired,1011.394,1368492.046,91046.91,44445.131,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,4.3865
18680,Analog Application Specific IC,Wired Communications,Other Wired,1044.281,1733267.025,102676.29,48099.55499999999,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,7.0258
18681,Analog Application Specific IC,Wired Communications,Other Wired,1039.747,1969197.965,117079.375,51629.227,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,8.238187331842129
18684,Analog Application Specific IC,Wireless Communications,Handset,10275.96,1336573.653,746450.838,440629.184,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,163.65982092762016
18685,Analog Application Specific IC,Wireless Communications,Handset,9592.886,1263610.429,696220.217,400114.176,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,82.5552
18686,Analog Application Specific IC,Wireless Communications,Handset,11121.507,1368492.046,798162.05,455903.52,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,99.6446
18687,Analog Application Specific IC,Wireless Communications,Handset,15036.143,1733267.025,1019653.858,606699.008,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,274.38337546801824
18688,Analog Application Specific IC,Wireless Communications,Handset,17957.628,1969197.965,1148735.868,721530.528,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,323.8049
18691,Analog Application Specific IC,Wireless Communications,Infrastructure,2018.108,1336573.653,746450.838,93370.407,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,22.89918893623765
18692,Analog Application Specific IC,Wireless Communications,Infrastructure,2283.899,1263610.429,696220.217,103327.068,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,13.0619
18693,Analog Application Specific IC,Wireless Communications,Infrastructure,2765.002,1368492.046,798162.05,123825.195,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,15.2457
18694,Analog Application Specific IC,Wireless Communications,Infrastructure,3229.001,1733267.025,1019653.858,143949.03900000002,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,36.67201008648545
18695,Analog Application Specific IC,Wireless Communications,Infrastructure,3495.002,1969197.965,1148735.868,156351.195,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,36.9707
18698,Analog Application Specific IC,Wireless Communications,Other Wireless,4307.02,1336573.653,746450.838,170181.832,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,20.41569013614218
18699,Analog Application Specific IC,Wireless Communications,Other Wireless,4022.689,1263610.429,696220.217,157082.108,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,11.3732
18700,Analog Application Specific IC,Wireless Communications,Other Wireless,4264.174,1368492.046,798162.05,164973.95,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,14.313000000000002
18701,Analog Application Specific IC,Wireless Communications,Other Wireless,5157.459999999999,1733267.025,1019653.858,200105.606,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,52.52031444549634
18702,Analog Application Specific IC,Wireless Communications,Other Wireless,5032.353999999999,1969197.965,1148735.868,194798.07,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,44.42710000000001
18705,Data Converters,Consumer,Audio,79.245,167391.241,172636.672,20616.82,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.1861999999999999
18706,Data Converters,Consumer,Audio,83.394,156523.044,170045.222,19900.468,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.1239103603980265
18707,Data Converters,Consumer,Audio,67.0,154996.351,185313.426,16664.984,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.1017082334844559
18708,Data Converters,Consumer,Audio,57.0,213571.909,245426.412,17244.948,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.1868080893816039
18709,Data Converters,Consumer,Audio,60.0,241131.863,262578.29,17109.4,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.1881999999999999
18712,Data Converters,Consumer,Other Consumer,211.222,167391.241,172636.672,62433.354,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,1.7806
18713,Data Converters,Consumer,Other Consumer,190.012,156523.044,170045.222,62785.386000000006,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.8893743624048832
18714,Data Converters,Consumer,Other Consumer,211.0,154996.351,185313.426,73644.39899999999,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.934075615284974
18715,Data Converters,Consumer,Other Consumer,227.0,213571.909,245426.412,111188.475,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,1.818278737225013
18716,Data Converters,Consumer,Other Consumer,281.0,241131.863,262578.29,121472.814,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,1.6705
18719,Data Converters,Consumer,STB,22.722,167391.241,172636.672,15425.058,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.1016999999999999
18720,Data Converters,Consumer,STB,18.083,156523.044,170045.222,13752.728,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.0473039551801989
18721,Data Converters,Consumer,STB,14.0,154996.351,185313.426,11396.0,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.0461037321891191
18722,Data Converters,Consumer,STB,14.0,213571.909,245426.412,12628.0,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.100704360817599
18723,Data Converters,Consumer,STB,15.0,241131.863,262578.29,11968.0,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.0937999999999999
18726,Data Converters,Consumer,TV,6.9030000000000005,167391.241,172636.672,55098.333,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.2803
18727,Data Converters,Consumer,TV,5.88,156523.044,170045.222,50659.479,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.135411322016891
18728,Data Converters,Consumer,TV,6.001,154996.351,185313.426,55647.054,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.1534124190414507
18729,Data Converters,Consumer,TV,5.0,213571.909,245426.412,67554.0,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.2035088125757838
18730,Data Converters,Consumer,TV,5.0,241131.863,262578.29,66960.027,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.2070999999999999
18733,Data Converters,Wired Communications,Enterprise/SOHO,6.994,167391.241,83167.045,21110.622,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.077388614298323
18734,Data Converters,Wired Communications,Enterprise/SOHO,4.35,156523.044,81800.134,15294.747,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.0502889231446816
18735,Data Converters,Wired Communications,Enterprise/SOHO,5.001,154996.351,91046.91,14769.651,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.0479885931558934
18736,Data Converters,Wired Communications,Enterprise/SOHO,6.002,213571.909,102676.29,18271.968,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.1287999999999999
18737,Data Converters,Wired Communications,Enterprise/SOHO,8.0,241131.863,117079.375,24230.271,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.1101999999999999
18740,Data Converters,Wired Communications,Other Wired,119.949,167391.241,83167.045,31842.327,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.6023113857016769
18741,Data Converters,Wired Communications,Other Wired,135.066,156523.044,81800.134,37684.833,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.4037110768553181
18742,Data Converters,Wired Communications,Other Wired,126.0,154996.351,91046.91,44445.131,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.3727114068441064
18743,Data Converters,Wired Communications,Other Wired,143.001,213571.909,102676.29,48099.55499999999,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.7838999999999999
18744,Data Converters,Wired Communications,Other Wired,146.999,241131.863,117079.375,51629.227,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.6119
18747,Data Converters,Wireless Communications,Handset,610.149,167391.241,746450.838,440629.184,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,10.5683
18748,Data Converters,Wireless Communications,Handset,462.00000000000006,156523.044,696220.217,400114.176,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,4.3559
18749,Data Converters,Wireless Communications,Handset,473.105,154996.351,798162.05,455903.52,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,4.709979657347744
18750,Data Converters,Wireless Communications,Handset,472.501,213571.909,1019653.858,606699.008,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,10.695299999999998
18751,Data Converters,Wireless Communications,Handset,576.284,241131.863,1148735.868,721530.528,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,11.3243
18754,Data Converters,Wireless Communications,Infrastructure,182.172,167391.241,746450.838,93370.407,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,2.0058
18755,Data Converters,Wireless Communications,Infrastructure,165.066,156523.044,696220.217,103327.068,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.9433
18756,Data Converters,Wireless Communications,Infrastructure,175.002,154996.351,798162.05,123825.195,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,1.0007169245860603
18757,Data Converters,Wireless Communications,Infrastructure,162.0,213571.909,1019653.858,143949.03900000002,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,2.0947
18758,Data Converters,Wireless Communications,Infrastructure,188.0,241131.863,1148735.868,156351.195,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,1.9798
18761,Data Converters,Wireless Communications,Other Wireless,77.284,167391.241,746450.838,170181.832,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.3907999999999999
18762,Data Converters,Wireless Communications,Other Wireless,59.003,156523.044,696220.217,157082.108,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.1779
18763,Data Converters,Wireless Communications,Other Wireless,55.0,154996.351,798162.05,164973.95,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.2021034180661964
18764,Data Converters,Wireless Communications,Other Wireless,52.0,213571.909,1019653.858,200105.606,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.6374999999999998
18765,Data Converters,Wireless Communications,Other Wireless,52.001,241131.863,1148735.868,194798.07,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.4932999999999999
18768,Interface,Consumer,Appliance,119.984,155621.654,172636.672,16768.032,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.4041610597302503
18769,Interface,Consumer,Appliance,117.284,148452.552,170045.222,19440.04,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.2562999999999999
18770,Interface,Consumer,Appliance,136.0,158114.629,185313.426,21204.0,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.3086999999999999
18771,Interface,Consumer,Appliance,190.999,194289.837,245426.412,27436.0,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.883746112502609
18772,Interface,Consumer,Appliance,252.0,217039.34,262578.29,33706.038,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,1.0034519281437124
18775,Interface,Consumer,Audio,14.161,155621.654,172636.672,20616.82,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.0302970809248552
18776,Interface,Consumer,Audio,13.492,148452.552,170045.222,19900.468,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.0197999999999999
18777,Interface,Consumer,Audio,14.001,158114.629,185313.426,16664.984,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.0203999999999999
18778,Interface,Consumer,Audio,14.001,194289.837,245426.412,17244.948,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.0454023690252556
18779,Interface,Consumer,Audio,14.001,217039.34,262578.29,17109.4,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.0482976862275448
18782,Interface,Consumer,Other Consumer,21.305,155621.654,172636.672,62433.354,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.315969556840077
18783,Interface,Consumer,Other Consumer,16.018,148452.552,170045.222,62785.386000000006,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.1531999999999999
18784,Interface,Consumer,Other Consumer,23.001,158114.629,185313.426,73644.39899999999,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.1944999999999999
18785,Interface,Consumer,Other Consumer,30.0,194289.837,245426.412,111188.475,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.4992260488415778
18786,Interface,Consumer,Other Consumer,32.0,217039.34,262578.29,121472.814,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.4811769485029938
18789,Interface,Consumer,STB,57.491,155621.654,172636.672,15425.058,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.2340774470134873
18790,Interface,Consumer,STB,46.697,148452.552,170045.222,13752.728,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.1209999999999999
18791,Interface,Consumer,STB,45.0,158114.629,185313.426,11396.0,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.1440999999999999
18792,Interface,Consumer,STB,59.0,194289.837,245426.412,12628.0,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.4203219317470256
18793,Interface,Consumer,STB,79.0,217039.34,262578.29,11968.0,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.523774907784431
18796,Interface,Consumer,TV,1.394,155621.654,172636.672,55098.333,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.0533948554913293
18797,Interface,Consumer,TV,1.036,148452.552,170045.222,50659.479,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.0253999999999999
18798,Interface,Consumer,TV,1.0,158114.629,185313.426,55647.054,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.0185999999999998
18799,Interface,Consumer,TV,2.0,194289.837,245426.412,67554.0,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.0678035378835315
18800,Interface,Consumer,TV,1.0,217039.34,262578.29,66960.027,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.0306985293413173
18803,Interface,Wired Communications,Enterprise/SOHO,10.897,155621.654,83167.045,21110.622,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.0448999999999999
18804,Interface,Wired Communications,Enterprise/SOHO,4.937,148452.552,81800.134,15294.747,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.0228999999999999
18805,Interface,Wired Communications,Enterprise/SOHO,4.0,158114.629,91046.91,14769.651,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.0272999999999999
18806,Interface,Wired Communications,Enterprise/SOHO,13.001,194289.837,102676.29,18271.968,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.1349999999999999
18807,Interface,Wired Communications,Enterprise/SOHO,15.001,217039.34,117079.375,24230.271,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.1060245540884873
18810,Interface,Wired Communications,Other Wired,68.591,155621.654,83167.045,31842.327,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.1274999999999999
18811,Interface,Wired Communications,Other Wired,76.041,148452.552,81800.134,37684.833,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.0864999999999999
18812,Interface,Wired Communications,Other Wired,104.002,158114.629,91046.91,44445.131,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.1098999999999999
18813,Interface,Wired Communications,Other Wired,166.001,194289.837,102676.29,48099.55499999999,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.3271999999999999
18814,Interface,Wired Communications,Other Wired,172.001,217039.34,117079.375,51629.227,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,0.3257754459115125
18817,Interface,Wireless Communications,Handset,246.318,155621.654,746450.838,440629.184,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,3.877605132721712
18818,Interface,Wireless Communications,Handset,173.19299999999998,148452.552,696220.217,400114.176,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,1.6174
18819,Interface,Wireless Communications,Handset,207.003,158114.629,798162.05,455903.52,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,2.0760055545446274
18820,Interface,Wireless Communications,Handset,304.999,194289.837,1019653.858,606699.008,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,6.771893624963708
18821,Interface,Wireless Communications,Handset,395.0,217039.34,1148735.868,721530.528,21190.62,18179.92,9122.98,22784.8,22375.6,1105.7,2404.3,4485.4,22784.8,8.384599999999999
18824,Interface,Wireless Communications,Infrastructure,7.34,155621.654,746450.838,93370.407,2290.43,12209.16,12118.46,4875.5,15277.3,14578.6,1160.8,1333.1,578.8,0.1021974996941895
18825,Interface,Wireless Communications,Infrastructure,6.198,148452.552,696220.217,103327.068,9146.35,2290.43,12209.16,10265.9,4875.5,15277.3,1105.7,1160.8,1333.1,0.0442999999999998
18826,Interface,Wireless Communications,Infrastructure,8.0,158114.629,798162.05,123825.195,9122.98,9146.35,2290.43,1105.7,10265.9,4875.5,22784.8,1105.7,1160.8,0.0547975070512237
18827,Interface,Wireless Communications,Infrastructure,10.0,194289.837,1019653.858,143949.03900000002,18179.92,9122.98,9146.35,22375.6,1105.7,10265.9,4485.4,22784.8,1105.7,0.1642022701820845
