,Device,Market,SubMarket,Spendings,DevSpends,MarketSpends,SubMarketSpends,Cogs,Cogs_1,Cogs_2,Revenue,Revenue_1,Revenue_2,Ebitda,Ebitda_1,Ebitda_2,Value
3399,Voltage Regulator/Reference,Automotive,Auto Infotainment,452.672,138115.036,89681.767,62153.99700000001,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,16.3384
3402,Voltage Regulator/Reference,Automotive,Auto Powertrain,0.0,101291.063,54238.251,0.0,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,32.17735230023926
3403,Voltage Regulator/Reference,Automotive,Auto Powertrain,0.0,99479.515,52181.914,0.0,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,40.6841
3404,Voltage Regulator/Reference,Automotive,Auto Powertrain,0.0,103400.887,50655.933,0.0,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,44.83014983159781
3405,Voltage Regulator/Reference,Automotive,Auto Powertrain,0.0,128025.114,69250.263,0.0,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,57.59134634059204
3406,Voltage Regulator/Reference,Automotive,Auto Powertrain,0.0,138115.036,89681.767,0.0,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,63.4875
3409,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,101291.063,54238.251,0.0,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,24.461163738730058
3410,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,99479.515,52181.914,0.0,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,30.959399999999995
3411,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,103400.887,50655.933,0.0,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,31.337634833798703
3412,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,128025.114,69250.263,0.0,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,46.72273759521976
3413,Voltage Regulator/Reference,Automotive,Other Auto & Aftermarket,0.0,138115.036,89681.767,0.0,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,42.3423
3416,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,609.181,101291.063,202444.977,52627.04,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,5.303636925433406
3417,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,556.144,99479.515,190906.584,48480.544,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,5.848060482339665
3418,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,650.098,103400.887,197047.823,54473.792,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,5.910963056480897
3419,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,890.853,128025.114,245502.837,72134.75200000001,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,7.3344
3420,Voltage Regulator/Reference,Industrial,Manufacturing Equipment,985.278,138115.036,272578.716,80606.75200000001,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,7.9459
3423,Voltage Regulator/Reference,Industrial,Other Industrial,385.091,101291.063,202444.977,37981.129,30300.97,27218.0,24816.38,36134.8,32955.1,29940.4,4138.1,4443.8,3754.1,9.059463074566596
3424,Voltage Regulator/Reference,Industrial,Other Industrial,380.097,99479.515,190906.584,37117.218,30171.85,30300.97,27218.0,35392.3,36134.8,32955.1,3684.1,4138.1,4443.8,8.950539517660335
3425,Voltage Regulator/Reference,Industrial,Other Industrial,396.664,103400.887,197047.823,38652.791,27785.22,30171.85,30300.97,31964.9,35392.3,36134.8,2007.6,3684.1,4138.1,10.089036943519105
3426,Voltage Regulator/Reference,Industrial,Other Industrial,434.796,128025.114,245502.837,46251.69,30705.72,27785.22,30171.85,36458.6,31964.9,35392.3,4645.5,2007.6,3684.1,11.7107
3427,Voltage Regulator/Reference,Industrial,Other Industrial,469.287,138115.036,272578.716,50064.362,35329.87,30705.72,27785.22,41185.7,36458.6,31964.9,4882.3,4645.5,2007.6,11.2841
3430,Amplifier/Comparator,Industrial,Medical,0.0,33009.633,202444.977,0.0,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,0.0614999999999999
3431,Amplifier/Comparator,Industrial,Medical,0.0,31492.062,190906.584,0.0,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,0.0686999999999997
3432,Amplifier/Comparator,Industrial,Medical,0.0,30177.791,197047.823,0.0,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,0.0766956013075642
3433,Amplifier/Comparator,Industrial,Medical,0.0,39871.494,245502.837,0.0,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,0.1097053431396423
3434,Amplifier/Comparator,Industrial,Medical,0.0,44223.186,272578.716,0.0,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,0.1208999999999998
3437,Amplifier/Comparator,Industrial,Military/Aerospace,206.914,33009.633,202444.977,30769.57,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,1.3454
3438,Amplifier/Comparator,Industrial,Military/Aerospace,192.99,31492.062,190906.584,28777.034000000003,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,1.5154
3439,Amplifier/Comparator,Industrial,Military/Aerospace,171.478,30177.791,197047.823,26489.814,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,1.6669043986924357
3440,Amplifier/Comparator,Industrial,Military/Aerospace,218.258,39871.494,245502.837,32240.494,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,1.9434946568603573
3441,Amplifier/Comparator,Industrial,Military/Aerospace,263.783,44223.186,272578.716,36918.492,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,2.184
3444,Analog Application Specific IC,Industrial,Medical,0.0,309095.924,202444.977,0.0,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,0.1294999999999998
3445,Analog Application Specific IC,Industrial,Medical,0.0,299683.612,190906.584,0.0,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,0.1510999999999998
3446,Analog Application Specific IC,Industrial,Medical,0.0,328933.757,197047.823,0.0,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,0.1622951167408831
3447,Analog Application Specific IC,Industrial,Medical,0.0,392841.063,245502.837,0.0,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,0.2190054907860096
3448,Analog Application Specific IC,Industrial,Medical,0.0,421467.305,272578.716,0.0,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,0.2402946743201612
3451,Analog Application Specific IC,Industrial,Military/Aerospace,369.284,309095.924,202444.977,30769.57,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,2.3917999999999995
3452,Analog Application Specific IC,Industrial,Military/Aerospace,345.41,299683.612,190906.584,28777.034000000003,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,2.7061
3453,Analog Application Specific IC,Industrial,Military/Aerospace,332.377,328933.757,197047.823,26489.814,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,3.1612048832591166
3454,Analog Application Specific IC,Industrial,Military/Aerospace,386.444,392841.063,245502.837,32240.494,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,3.769594509213991
3455,Analog Application Specific IC,Industrial,Military/Aerospace,450.421,421467.305,272578.716,36918.492,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,4.271705325679838
3458,Data Converters,Industrial,Medical,0.0,37411.156,202444.977,0.0,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,0.0801999999999999
3459,Data Converters,Industrial,Medical,0.0,35659.038,190906.584,0.0,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,0.0911041908179224
3460,Data Converters,Industrial,Medical,0.0,34241.622,197047.823,0.0,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,0.1006999999999998
3461,Data Converters,Industrial,Medical,0.0,46699.434,245502.837,0.0,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,0.1600999999999998
3462,Data Converters,Industrial,Medical,0.0,51527.941,272578.716,0.0,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,0.1733999999999997
3465,Data Converters,Industrial,Military/Aerospace,281.81,37411.156,202444.977,30769.57,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,1.8313
3466,Data Converters,Industrial,Military/Aerospace,265.199,35659.038,190906.584,28777.034000000003,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,2.0827958091820773
3467,Data Converters,Industrial,Military/Aerospace,237.204,34241.622,197047.823,26489.814,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,2.3068
3468,Data Converters,Industrial,Military/Aerospace,309.213,46699.434,245502.837,32240.494,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,2.9304
3469,Data Converters,Industrial,Military/Aerospace,342.962,51527.941,272578.716,36918.492,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,3.3166999999999995
3472,Interface,Industrial,Medical,0.0,40841.875,202444.977,0.0,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,0.0338999999999998
3473,Interface,Industrial,Medical,0.0,38870.652,190906.584,0.0,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,0.0381955586559701
3474,Interface,Industrial,Medical,0.0,40817.136,197047.823,0.0,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,0.0427999999999998
3475,Interface,Industrial,Medical,0.0,49761.951,245502.837,0.0,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,0.0516999999999998
3476,Interface,Industrial,Medical,0.0,53667.156,272578.716,0.0,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,0.0564044304791829
3479,Interface,Industrial,Military/Aerospace,112.319,40841.875,202444.977,30769.57,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,0.7303999999999998
3480,Interface,Industrial,Military/Aerospace,104.555,38870.652,190906.584,28777.034000000003,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,0.8218044413440295
3481,Interface,Industrial,Military/Aerospace,95.001,40817.136,197047.823,26489.814,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,0.9225
3482,Interface,Industrial,Military/Aerospace,112.0,49761.951,245502.837,32240.494,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,1.0620999999999998
3483,Interface,Industrial,Military/Aerospace,125.001,53667.156,272578.716,36918.492,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,1.2166955695208168
3486,Voltage Regulator/Reference,Industrial,Medical,0.0,101291.063,202444.977,0.0,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,0.0780999999999999
3487,Voltage Regulator/Reference,Industrial,Medical,0.0,99479.515,190906.584,0.0,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,0.0886999999999997
3488,Voltage Regulator/Reference,Industrial,Medical,0.0,103400.887,197047.823,0.0,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,0.0982999999999999
3489,Voltage Regulator/Reference,Industrial,Medical,0.0,128025.114,245502.837,0.0,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,0.1219999999999999
3490,Voltage Regulator/Reference,Industrial,Medical,0.0,138115.036,272578.716,0.0,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,0.1380999999999998
3493,Voltage Regulator/Reference,Industrial,Military/Aerospace,213.118,101291.063,202444.977,30769.57,2640.87,2374.78,2294.93,3683.7,3377.8,3260.2,4662.6,402.1,404.4,1.3852
3494,Voltage Regulator/Reference,Industrial,Military/Aerospace,198.655,99479.515,190906.584,28777.034000000003,3316.9,2640.87,2374.78,4508.4,3683.7,3377.8,502.9,4662.6,402.1,1.5605
3495,Voltage Regulator/Reference,Industrial,Military/Aerospace,182.779,103400.887,197047.823,26489.814,3438.07,3316.9,2640.87,4662.6,4508.4,3683.7,484.5,502.9,4662.6,1.777
3496,Voltage Regulator/Reference,Industrial,Military/Aerospace,214.104,128025.114,245502.837,32240.494,3920.47,3438.07,3316.9,5278.5,4662.6,4508.4,545.2,484.5,502.9,2.0291
3497,Voltage Regulator/Reference,Industrial,Military/Aerospace,237.775,138115.036,272578.716,36918.492,4138.27,3920.47,3438.07,5511.5,5278.5,4662.6,455.3,545.2,484.5,2.3457
3500,Amplifier/Comparator,Consumer,Appliance,0.0,33009.633,0.0,0.0,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,0.1377
3501,Amplifier/Comparator,Consumer,Appliance,0.0,31492.062,0.0,0.0,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,0.1654999999999999
3502,Amplifier/Comparator,Consumer,Appliance,0.0,30177.791,0.0,0.0,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,0.1579
3503,Amplifier/Comparator,Consumer,Appliance,0.0,39871.494,0.0,0.0,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,0.1501
3504,Amplifier/Comparator,Consumer,Appliance,0.0,44223.186,0.0,0.0,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,0.1933
3507,Amplifier/Comparator,Industrial,Manufacturing Equipment,63.254,33009.633,202444.977,52627.04,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,11.7402
3508,Amplifier/Comparator,Industrial,Manufacturing Equipment,58.716,31492.062,190906.584,48480.544,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,13.031344871436913
3509,Amplifier/Comparator,Industrial,Manufacturing Equipment,61.471,30177.791,197047.823,54473.792,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,12.661345534400732
3510,Amplifier/Comparator,Industrial,Manufacturing Equipment,84.752,39871.494,245502.837,72134.75200000001,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,18.17684017568573
3511,Amplifier/Comparator,Industrial,Manufacturing Equipment,88.482,44223.186,272578.716,80606.75200000001,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,20.0422
3514,Amplifier/Comparator,Industrial,Other Industrial,82.904,33009.633,202444.977,37981.129,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,0.2375999999999998
3515,Amplifier/Comparator,Industrial,Other Industrial,84.255,31492.062,190906.584,37117.218,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,0.2438989681955477
3516,Amplifier/Comparator,Industrial,Other Industrial,85.306,30177.791,197047.823,38652.791,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,0.2519989159705075
3517,Amplifier/Comparator,Industrial,Other Industrial,122.722,39871.494,245502.837,46251.69,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,0.3168989570099854
3518,Amplifier/Comparator,Industrial,Other Industrial,138.207,44223.186,272578.716,50064.362,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,0.3266
3521,Amplifier/Comparator,Industrial,Power & Energy,200.53,33009.633,202444.977,30580.5,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,8.8606
3522,Amplifier/Comparator,Industrial,Power & Energy,189.49,31492.062,190906.584,29212.575,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,10.362856160367542
3523,Amplifier/Comparator,Industrial,Power & Energy,195.081,30177.791,197047.823,30071.265,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,10.333155549628763
3524,Amplifier/Comparator,Industrial,Power & Energy,240.245,39871.494,245502.837,34823.31,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,11.889960867304287
3525,Amplifier/Comparator,Industrial,Power & Energy,257.635,44223.186,272578.716,37885.575,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,11.731199999999998
3528,Analog Application Specific IC,Consumer,Appliance,0.0,309095.924,0.0,0.0,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,0.1323
3529,Analog Application Specific IC,Consumer,Appliance,0.0,299683.612,0.0,0.0,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,0.1763
3530,Analog Application Specific IC,Consumer,Appliance,0.0,328933.757,0.0,0.0,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,0.2058999999999999
3531,Analog Application Specific IC,Consumer,Appliance,0.0,392841.063,0.0,0.0,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,0.2885
3532,Analog Application Specific IC,Consumer,Appliance,0.0,421467.305,0.0,0.0,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,0.3935999999999999
3535,Analog Application Specific IC,Industrial,Manufacturing Equipment,599.933,309095.924,202444.977,52627.04,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,23.79274893784632
3536,Analog Application Specific IC,Industrial,Manufacturing Equipment,555.5809999999999,299683.612,190906.584,48480.544,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,26.0268
3537,Analog Application Specific IC,Industrial,Manufacturing Equipment,625.4159999999999,328933.757,197047.823,54473.792,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,24.89584639199463
3538,Analog Application Specific IC,Industrial,Manufacturing Equipment,775.2570000000001,392841.063,245502.837,72134.75200000001,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,34.3667491440097
3539,Analog Application Specific IC,Industrial,Manufacturing Equipment,907.534,421467.305,272578.716,80606.75200000001,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,41.997753981272616
3542,Analog Application Specific IC,Industrial,Other Industrial,237.248,309095.924,202444.977,37981.129,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,1.2178025048232963
3543,Analog Application Specific IC,Industrial,Other Industrial,226.027,299683.612,190906.584,37117.218,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,1.2347
3544,Analog Application Specific IC,Industrial,Other Industrial,229.983,328933.757,197047.823,38652.791,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,1.3230024653398924
3545,Analog Application Specific IC,Industrial,Other Industrial,265.173,392841.063,245502.837,46251.69,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,1.5676976801175555
3546,Analog Application Specific IC,Industrial,Other Industrial,293.566,421467.305,272578.716,50064.362,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,1.740302236875084
3549,Analog Application Specific IC,Industrial,Power & Energy,537.0840000000001,309095.924,202444.977,30580.5,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,23.607748557330385
3550,Analog Application Specific IC,Industrial,Power & Energy,516.9069999999999,299683.612,190906.584,29212.575,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,28.419699999999995
3551,Analog Application Specific IC,Industrial,Power & Energy,525.744,328933.757,197047.823,30071.265,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,27.44525114266548
3552,Analog Application Specific IC,Industrial,Power & Energy,578.8969999999999,392841.063,245502.837,34823.31,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,31.64215317587275
3553,Analog Application Specific IC,Industrial,Power & Energy,646.449,421467.305,272578.716,37885.575,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,34.0625437818523
3556,Data Converters,Consumer,Appliance,0.0,37411.156,0.0,0.0,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,0.0
3557,Data Converters,Consumer,Appliance,0.0,35659.038,0.0,0.0,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,0.0
3558,Data Converters,Consumer,Appliance,0.0,34241.622,0.0,0.0,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,0.0
3559,Data Converters,Consumer,Appliance,0.0,46699.434,0.0,0.0,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,0.0
3560,Data Converters,Consumer,Appliance,0.0,51527.941,0.0,0.0,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,0.0
3563,Data Converters,Industrial,Manufacturing Equipment,12.159,37411.156,202444.977,52627.04,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,14.839373426258549
3564,Data Converters,Industrial,Manufacturing Equipment,11.241,35659.038,190906.584,48480.544,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,16.55127239009968
3565,Data Converters,Industrial,Manufacturing Equipment,11.319,34241.622,197047.823,54473.792,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,15.831227908798228
3566,Data Converters,Industrial,Manufacturing Equipment,30.351,46699.434,245502.837,72134.75200000001,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,26.437
3567,Data Converters,Industrial,Manufacturing Equipment,30.668,51527.941,272578.716,80606.75200000001,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,31.98901874958726
3570,Data Converters,Industrial,Other Industrial,25.93,37411.156,202444.977,37981.129,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,0.1121005546813921
3571,Data Converters,Industrial,Other Industrial,25.535,35659.038,190906.584,37117.218,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,0.1116004881057037
3572,Data Converters,Industrial,Other Industrial,26.798,34241.622,197047.823,38652.791,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,0.1158994722246253
3573,Data Converters,Industrial,Other Industrial,82.399,46699.434,245502.837,46251.69,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,0.2496999999999998
3574,Data Converters,Industrial,Other Industrial,85.021,51527.941,272578.716,50064.362,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,0.2706993124380887
3577,Data Converters,Industrial,Power & Energy,119.008,37411.156,202444.977,30580.5,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,5.25842601906006
3578,Data Converters,Industrial,Power & Energy,113.378,35659.038,190906.584,29212.575,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,6.20112712179462
3579,Data Converters,Industrial,Power & Energy,113.54,34241.622,197047.823,30071.265,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,6.012872618977143
3580,Data Converters,Industrial,Power & Energy,134.12,46699.434,245502.837,34823.31,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,7.062000000000001
3581,Data Converters,Industrial,Power & Energy,133.69,51527.941,272578.716,37885.575,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,7.11118193797465
3584,Interface,Consumer,Appliance,0.0,40841.875,0.0,0.0,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,0.142
3585,Interface,Consumer,Appliance,0.0,38870.652,0.0,0.0,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,0.1492
3586,Interface,Consumer,Appliance,0.0,40817.136,0.0,0.0,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,0.161
3587,Interface,Consumer,Appliance,0.0,49761.951,0.0,0.0,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,0.2229
3588,Interface,Consumer,Appliance,0.0,53667.156,0.0,0.0,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,0.2705
3591,Interface,Industrial,Manufacturing Equipment,360.068,40841.875,202444.977,52627.04,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,8.897272964259452
3592,Interface,Industrial,Manufacturing Equipment,333.33500000000004,38870.652,190906.584,48480.544,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,9.883524644182245
3593,Interface,Industrial,Manufacturing Equipment,354.00199999999995,40817.136,197047.823,54473.792,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,10.128424563224524
3594,Interface,Industrial,Manufacturing Equipment,472.9980000000001,49761.951,245502.837,72134.75200000001,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,10.581954375639988
3595,Interface,Industrial,Manufacturing Equipment,506.999,53667.156,272578.716,80606.75200000001,11453.0,9976.0,9822.0,19846.0,17231.0,16795.0,4653.0,3767.0,3683.0,12.960624757262076
3598,Interface,Industrial,Other Industrial,195.196,40841.875,202444.977,37981.129,10170.0,9127.0,8188.0,17739.0,15864.0,14401.0,3643.0,3336.0,3086.0,0.8759973381465478
3599,Interface,Industrial,Other Industrial,189.384,38870.652,190906.584,37117.218,10563.0,10170.0,9127.0,18376.0,17739.0,15864.0,3686.0,3643.0,3336.0,0.8777021885160879
3600,Interface,Industrial,Other Industrial,204.0,40817.136,197047.823,38652.791,9822.0,10563.0,10170.0,16795.0,18376.0,17739.0,3683.0,3686.0,3643.0,0.938902277004414
3601,Interface,Industrial,Other Industrial,223.0,49761.951,245502.837,46251.69,9976.0,9822.0,10563.0,17231.0,16795.0,18376.0,3767.0,3683.0,3686.0,1.0845953237402317
